"Ammonite_number","X_coordinate","Y_coordinate","Diameter_mm","N_chambers","Aperture_bearing_degrees","Chirality"
"1","725","930","196","28","355","Sinistral"
"2","919","886","128","25","355","Dextral"
"3","482","871","157","26","356","Dextral"
"4","124","850","105","23","343","Dextral"
"5","305","801","239","30","340","Dextral"
"6","734","686","126","25","344","Sinistral"
"7","553","670","115","24","9","Sinistral"
"8","921","630","158","27","16","Sinistral"
"9","377","626","135","25","354","Dextral"
"10","103","625","172","27","344","Dextral"
"11","660","478","149","26","352","Sinistral"
"12","829","412","166","27","0","Sinistral"
"13","284","356","161","27","358","Sinistral"
"14","451","284","144","26","355","Dextral"
"15","676","252","155","26","15","Sinistral"
"16","921","229","156","26","8","Dextral"
"17","568","113","163","27","349","Dextral"
"18","108","101","122","25","4","Dextral"
"19","317","99","175","27","19","Sinistral"
"20","770","63","133","25","8","Sinistral"
