"Ammonite_number","X_coordinate","Y_coordinate","Diameter_mm","N_chambers","Aperture_bearing_degrees","Chirality"
"1","904","919","145","26","1","Dextral"
"2","226","913","226","29","352","Sinistral"
"3","466","907","132","25","16","Sinistral"
"4","59","851","168","27","2","Sinistral"
"5","738","842","173","27","349","Sinistral"
"6","494","688","122","25","2","Dextral"
"7","296","675","184","28","16","Sinistral"
"8","723","610","191","28","13","Dextral"
"9","64","599","160","27","25","Dextral"
"10","899","590","101","23","356","Sinistral"
"11","651","449","220","29","23","Dextral"
"12","418","444","159","27","355","Dextral"
"13","162","442","87","22","24","Dextral"
"14","932","273","159","27","4","Sinistral"
"15","718","263","174","27","3","Dextral"
"16","467","210","88","22","356","Dextral"
"17","299","158","164","27","4","Dextral"
"18","77","139","158","27","3","Dextral"
"19","558","43","163","27","35","Dextral"
"20","918","26","205","28","11","Sinistral"
