"Ammonite_number","X_coordinate","Y_coordinate","Diameter_mm","N_chambers","Aperture_bearing_degrees","Chirality"
"1","642","935","166","27","345","Dextral"
"2","124","910","153","26","9","Dextral"
"3","882","881","118","24","4","Sinistral"
"4","283","824","91","22","358","Dextral"
"5","47","752","176","27","1","Sinistral"
"6","455","729","194","28","342","Sinistral"
"7","886","667","159","27","331","Sinistral"
"8","711","666","122","25","17","Dextral"
"9","222","658","135","25","11","Dextral"
"10","502","528","151","26","9","Dextral"
"11","35","424","169","27","13","Sinistral"
"12","597","360","163","27","6","Dextral"
"13","296","340","91","22","354","Sinistral"
"14","852","310","162","27","7","Sinistral"
"15","55","212","197","28","0","Dextral"
"16","431","196","160","27","357","Dextral"
"17","288","92","193","28","358","Dextral"
"18","576","76","125","25","3","Sinistral"
"19","798","54","136","25","341","Sinistral"
"20","105","42","158","27","333","Dextral"
