"Ammonite_number","X_coordinate","Y_coordinate","Diameter_mm","N_chambers","Aperture_bearing_degrees","Chirality"
"1","667","939","180","28","355","Dextral"
"2","284","928","138","25","354","Sinistral"
"3","500","875","179","27","346","Dextral"
"4","905","825","172","27","357","Sinistral"
"5","671","761","174","27","11","Dextral"
"6","173","746","159","27","355","Dextral"
"7","376","662","197","28","22","Dextral"
"8","927","581","222","29","6","Dextral"
"9","761","513","160","27","15","Dextral"
"10","472","505","132","25","344","Sinistral"
"11","125","487","145","26","15","Dextral"
"12","311","429","186","28","16","Sinistral"
"13","946","365","135","25","8","Sinistral"
"14","409","280","159","27","0","Sinistral"
"15","69","240","142","26","349","Sinistral"
"16","688","211","152","26","5","Sinistral"
"17","873","196","123","25","8","Sinistral"
"18","550","90","213","29","347","Dextral"
"19","147","66","171","27","356","Dextral"
"20","361","26","175","27","10","Dextral"
