"Ammonite_number","X_coordinate","Y_coordinate","Diameter_mm","N_chambers","Aperture_bearing_degrees","Chirality"
"1","672","924","235","30","2","Sinistral"
"2","362","899","167","27","1","Dextral"
"3","79","797","205","28","353","Sinistral"
"4","889","785","149","26","331","Sinistral"
"5","535","780","173","27","353","Sinistral"
"6","224","692","164","27","350","Dextral"
"7","901","600","185","28","351","Dextral"
"8","64","596","110","24","349","Dextral"
"9","711","561","102","23","355","Sinistral"
"10","524","525","175","27","19","Sinistral"
"11","330","523","207","29","8","Dextral"
"12","58","382","187","28","343","Sinistral"
"13","302","342","134","25","352","Sinistral"
"14","539","335","244","30","2","Dextral"
"15","801","323","145","26","355","Sinistral"
"16","666","207","134","25","354","Sinistral"
"17","338","168","188","28","4","Sinistral"
"18","886","145","165","27","10","Dextral"
"19","184","55","157","26","335","Dextral"
"20","678","28","182","28","349","Dextral"
