"Ammonite_number","X_coordinate","Y_coordinate","Diameter_mm","N_chambers","Aperture_bearing_degrees","Chirality"
"1","863","911","147","26","349","Dextral"
"2","83","908","149","26","17","Sinistral"
"3","611","809","162","27","10","Sinistral"
"4","365","795","166","27","346","Dextral"
"5","186","756","168","27","0","Sinistral"
"6","936","670","251","30","11","Dextral"
"7","735","658","150","26","11","Sinistral"
"8","383","606","183","28","2","Sinistral"
"9","564","550","147","26","348","Sinistral"
"10","127","494","183","28","3","Sinistral"
"11","932","445","155","26","3","Dextral"
"12","733","435","114","24","10","Dextral"
"13","332","321","149","26","27","Sinistral"
"14","518","308","185","28","357","Sinistral"
"15","773","249","136","25","32","Dextral"
"16","185","194","138","25","8","Sinistral"
"17","430","126","202","28","348","Dextral"
"18","597","48","102","23","354","Sinistral"
"19","814","32","207","29","7","Dextral"
"20","122","27","161","27","328","Sinistral"
