"Ammonite_number","X_coordinate","Y_coordinate","Diameter_mm","N_chambers","Aperture_bearing_degrees","Chirality"
"1","599","940","224","29","359","Sinistral"
"2","78","938","177","27","21","Sinistral"
"3","273","908","202","28","342","Sinistral"
"4","777","896","162","27","18","Dextral"
"5","460","781","151","26","2","Dextral"
"6","937","738","150","26","6","Sinistral"
"7","70","708","154","26","330","Sinistral"
"8","708","660","152","26","340","Dextral"
"9","340","639","148","26","355","Dextral"
"10","72","505","127","25","21","Dextral"
"11","622","472","101","23","357","Dextral"
"12","401","468","211","29","347","Sinistral"
"13","819","437","159","27","342","Dextral"
"14","188","309","97","23","9","Sinistral"
"15","364","291","149","26","15","Dextral"
"16","613","276","166","27","357","Dextral"
"17","928","216","216","29","347","Dextral"
"18","790","106","125","25","352","Dextral"
"19","119","43","165","27","352","Sinistral"
"20","450","41","181","28","331","Sinistral"
