"Ammonite_number","X_coordinate","Y_coordinate","Diameter_mm","N_chambers","Aperture_bearing_degrees","Chirality"
"1","368","949","138","25","16","Dextral"
"2","73","933","64","20","232","Sinistral"
"3","440","913","102","23","328","Sinistral"
"4","314","904","110","24","88","Sinistral"
"5","775","806","131","25","11","Dextral"
"6","220","791","154","26","37","Dextral"
"7","518","767","121","24","42","Dextral"
"8","54","751","144","26","198","Sinistral"
"9","517","664","180","27","31","Sinistral"
"10","791","652","146","26","143","Dextral"
"11","760","633","148","26","196","Dextral"
"12","640","620","94","23","66","Sinistral"
"13","945","604","122","25","267","Dextral"
"14","765","453","130","25","240","Dextral"
"15","274","378","125","25","358","Sinistral"
"16","915","368","43","17","25","Sinistral"
"17","135","333","198","28","280","Dextral"
"18","604","248","41","16","293","Dextral"
"19","600","69","98","23","43","Sinistral"
"20","605","44","162","27","311","Sinistral"
