"Ammonite_number","X_coordinate","Y_coordinate","Diameter_mm","N_chambers","Aperture_bearing_degrees","Chirality"
"1","623","852","132","25","336","Sinistral"
"2","565","783","166","27","88","Dextral"
"3","473","727","104","23","204","Dextral"
"4","463","604","142","26","33","Sinistral"
"5","895","551","96","23","240","Sinistral"
"6","437","519","150","26","158","Sinistral"
"7","104","450","113","24","108","Dextral"
"8","448","425","109","24","126","Sinistral"
"9","815","416","175","27","159","Sinistral"
"10","46","414","74","21","202","Dextral"
"11","850","406","117","24","353","Sinistral"
"12","610","396","101","23","212","Sinistral"
"13","195","373","151","26","72","Dextral"
"14","602","315","186","28","249","Dextral"
"15","296","293","155","26","24","Dextral"
"16","233","221","122","24","113","Dextral"
"17","704","151","106","23","340","Sinistral"
"18","580","135","180","28","356","Sinistral"
"19","128","132","83","22","28","Sinistral"
"20","590","81","63","20","320","Dextral"
