"Ammonite_number","X_coordinate","Y_coordinate","Diameter_mm","N_chambers","Aperture_bearing_degrees","Chirality"
"1","39","880","116","24","289","Dextral"
"2","682","823","125","25","179","Sinistral"
"3","139","783","171","27","162","Sinistral"
"4","379","716","140","26","236","Sinistral"
"5","463","714","65","20","156","Sinistral"
"6","830","671","115","24","260","Dextral"
"7","804","628","87","22","244","Sinistral"
"8","626","556","169","27","274","Dextral"
"9","322","539","155","26","95","Sinistral"
"10","147","440","112","24","277","Dextral"
"11","761","411","142","26","287","Sinistral"
"12","611","371","154","26","126","Sinistral"
"13","165","320","59","19","187","Dextral"
"14","718","241","190","28","198","Sinistral"
"15","250","151","129","25","250","Dextral"
"16","221","95","75","21","172","Sinistral"
"17","880","91","91","22","191","Dextral"
"18","934","83","101","23","55","Sinistral"
"19","827","45","122","25","112","Sinistral"
"20","71","44","129","25","344","Dextral"
