"Ammonite_number","X_coordinate","Y_coordinate","Diameter_mm","N_chambers","Aperture_bearing_degrees","Chirality"
"1","877","945","103","23","213","Dextral"
"2","335","944","131","25","292","Dextral"
"3","685","910","138","25","41","Sinistral"
"4","324","853","77","21","275","Sinistral"
"5","227","833","118","24","13","Sinistral"
"6","173","820","148","26","82","Sinistral"
"7","865","786","114","24","262","Dextral"
"8","33","719","232","29","268","Dextral"
"9","582","708","118","24","154","Sinistral"
"10","613","641","82","21","45","Sinistral"
"11","152","639","226","29","328","Sinistral"
"12","750","411","92","22","318","Dextral"
"13","310","401","202","28","176","Sinistral"
"14","478","391","152","26","96","Dextral"
"15","650","319","137","25","250","Dextral"
"16","561","257","85","22","114","Sinistral"
"17","625","236","169","27","216","Dextral"
"18","342","221","115","24","20","Dextral"
"19","500","85","136","25","176","Sinistral"
"20","154","53","197","28","322","Sinistral"
