"Ammonite_number","X_coordinate","Y_coordinate","Diameter_mm","N_chambers","Aperture_bearing_degrees","Chirality"
"1","561","950","64","20","195","Dextral"
"2","562","928","165","27","50","Dextral"
"3","549","816","147","26","111","Dextral"
"4","437","806","118","24","135","Sinistral"
"5","111","786","155","26","214","Dextral"
"6","433","695","190","28","134","Sinistral"
"7","103","652","181","28","291","Sinistral"
"8","225","651","130","25","267","Sinistral"
"9","549","629","143","26","105","Dextral"
"10","217","549","147","26","359","Dextral"
"11","432","519","167","27","290","Sinistral"
"12","762","514","92","22","9","Dextral"
"13","879","438","66","20","257","Dextral"
"14","193","400","104","23","45","Sinistral"
"15","524","326","104","23","43","Dextral"
"16","644","309","182","28","205","Sinistral"
"17","445","181","104","23","203","Dextral"
"18","786","150","197","28","36","Sinistral"
"19","928","75","197","28","126","Sinistral"
"20","249","68","150","26","224","Dextral"
