"Ammonite_number","X_coordinate","Y_coordinate","Diameter_mm","N_chambers","Aperture_bearing_degrees","Chirality"
"1","716","890","147","26","315","Dextral"
"2","577","788","144","26","199","Dextral"
"3","718","787","120","24","116","Dextral"
"4","611","713","100","23","153","Sinistral"
"5","818","648","187","28","255","Dextral"
"6","74","596","129","25","57","Dextral"
"7","889","593","110","24","104","Sinistral"
"8","469","566","212","29","97","Dextral"
"9","219","554","188","28","241","Sinistral"
"10","578","548","132","25","122","Dextral"
"11","184","504","85","22","161","Dextral"
"12","119","502","115","24","103","Sinistral"
"13","178","396","221","29","53","Sinistral"
"14","494","394","138","25","204","Sinistral"
"15","583","384","145","26","150","Sinistral"
"16","54","320","79","21","63","Sinistral"
"17","46","164","174","27","95","Sinistral"
"18","756","158","180","27","243","Dextral"
"19","617","49","192","28","61","Dextral"
"20","255","39","128","25","5","Sinistral"
