"Ammonite_number","X_coordinate","Y_coordinate","Diameter_mm","N_chambers","Aperture_bearing_degrees","Chirality"
"1","817","834","138","25","191","Sinistral"
"2","708","822","42","16","170","Dextral"
"3","140","798","60","19","44","Sinistral"
"4","775","723","184","28","355","Dextral"
"5","909","634","104","23","287","Dextral"
"6","174","583","126","25","226","Dextral"
"7","932","456","121","24","296","Dextral"
"8","302","454","83","22","122","Dextral"
"9","307","451","183","28","115","Sinistral"
"10","766","423","123","25","350","Dextral"
"11","835","294","217","29","240","Sinistral"
"12","907","193","121","24","323","Sinistral"
"13","219","147","92","22","328","Sinistral"
"14","47","143","68","20","247","Sinistral"
"15","40","130","59","19","136","Dextral"
"16","202","108","194","28","103","Dextral"
"17","792","61","143","26","113","Dextral"
"18","185","42","76","21","316","Dextral"
"19","114","39","171","27","7","Sinistral"
"20","934","31","119","24","88","Dextral"
