"Ammonite_number","X_coordinate","Y_coordinate","Diameter_mm","N_chambers","Aperture_bearing_degrees","Chirality"
"1","654","949","119","24","239","Dextral"
"2","378","922","177","27","261","Sinistral"
"3","652","879","73","21","343","Sinistral"
"4","202","879","111","24","109","Sinistral"
"5","158","778","106","23","230","Sinistral"
"6","234","731","158","26","321","Sinistral"
"7","323","710","82","22","225","Sinistral"
"8","53","631","169","27","261","Dextral"
"9","110","565","107","24","313","Sinistral"
"10","918","542","130","25","354","Sinistral"
"11","839","497","162","27","355","Dextral"
"12","507","463","148","26","166","Dextral"
"13","116","434","26","13","232","Dextral"
"14","917","410","120","24","229","Sinistral"
"15","203","349","196","28","323","Dextral"
"16","318","322","78","21","25","Dextral"
"17","701","256","103","23","335","Dextral"
"18","246","227","130","25","154","Dextral"
"19","184","205","104","23","355","Dextral"
"20","898","149","149","26","86","Dextral"
