"Ammonite_number","X_coordinate","Y_coordinate","Diameter_mm","N_chambers","Aperture_bearing_degrees","Chirality"
"1","125","851","115","24","1","Dextral"
"2","246","835","197","28","303","Dextral"
"3","788","778","156","26","267","Dextral"
"4","776","693","126","25","131","Dextral"
"5","496","639","111","24","216","Dextral"
"6","261","615","105","23","337","Sinistral"
"7","635","540","110","24","237","Sinistral"
"8","585","515","156","26","48","Dextral"
"9","855","450","77","21","158","Sinistral"
"10","703","303","182","28","314","Sinistral"
"11","206","292","44","17","214","Sinistral"
"12","374","284","177","27","242","Dextral"
"13","865","219","137","25","228","Sinistral"
"14","919","178","119","24","249","Dextral"
"15","429","157","165","27","254","Sinistral"
"16","74","106","119","24","341","Dextral"
"17","535","104","171","27","296","Dextral"
"18","346","96","121","24","316","Dextral"
"19","945","69","110","24","29","Dextral"
"20","701","40","170","27","218","Sinistral"
