"Ammonite_number","X_coordinate","Y_coordinate","Diameter_mm","N_chambers","Aperture_bearing_degrees","Chirality"
"1","167","912","134","25","32","Dextral"
"2","238","888","141","26","320","Sinistral"
"3","735","884","194","28","97","Dextral"
"4","883","838","188","28","147","Dextral"
"5","532","665","168","27","31","Sinistral"
"6","641","608","123","25","228","Dextral"
"7","698","592","79","21","94","Dextral"
"8","124","530","157","26","206","Sinistral"
"9","455","469","51","18","276","Dextral"
"10","758","404","76","21","57","Dextral"
"11","323","346","133","25","180","Dextral"
"12","425","288","117","24","206","Sinistral"
"13","810","267","171","27","164","Sinistral"
"14","646","224","67","20","248","Dextral"
"15","90","213","206","29","153","Dextral"
"16","276","165","238","30","234","Sinistral"
"17","725","116","225","29","73","Sinistral"
"18","297","89","164","27","350","Dextral"
"19","396","50","165","27","345","Sinistral"
"20","408","33","138","25","5","Sinistral"
