"Ammonite_number","X_coordinate","Y_coordinate","Diameter_mm","N_chambers","Aperture_bearing_degrees","Chirality"
"1","593","908","115","24","263","Sinistral"
"2","54","904","109","24","75","Dextral"
"3","363","874","123","25","146","Sinistral"
"4","727","724","188","28","177","Sinistral"
"5","863","723","117","24","19","Dextral"
"6","331","690","138","25","71","Sinistral"
"7","633","676","144","26","147","Dextral"
"8","777","655","131","25","141","Dextral"
"9","496","644","39","16","78","Dextral"
"10","458","612","137","25","318","Dextral"
"11","294","522","114","24","170","Dextral"
"12","260","477","123","25","149","Sinistral"
"13","228","431","185","28","125","Sinistral"
"14","391","362","76","21","25","Sinistral"
"15","706","297","140","26","92","Sinistral"
"16","192","295","194","28","223","Sinistral"
"17","335","257","150","26","287","Sinistral"
"18","197","236","159","27","61","Sinistral"
"19","887","64","132","25","309","Sinistral"
"20","557","29","48","17","218","Sinistral"
