"Ammonite_number","X_coordinate","Y_coordinate","Diameter_mm","N_chambers","Aperture_bearing_degrees","Chirality"
"1","246","940","173","27","166","Dextral"
"2","673","929","168","27","90","Sinistral"
"3","470","924","96","23","118","Sinistral"
"4","624","905","121","24","149","Sinistral"
"5","899","825","45","17","331","Sinistral"
"6","503","803","99","23","121","Sinistral"
"7","97","652","90","22","247","Sinistral"
"8","895","647","173","27","272","Dextral"
"9","148","584","218","29","110","Dextral"
"10","176","572","174","27","352","Sinistral"
"11","241","484","72","21","305","Sinistral"
"12","197","418","206","29","3","Sinistral"
"13","403","364","115","24","234","Dextral"
"14","829","285","174","27","305","Sinistral"
"15","352","278","117","24","115","Sinistral"
"16","809","191","187","28","15","Dextral"
"17","378","145","94","23","62","Sinistral"
"18","163","108","70","20","281","Sinistral"
"19","145","31","91","22","207","Sinistral"
"20","366","27","205","28","80","Dextral"
