"Ammonite_number","X_coordinate","Y_coordinate","Diameter_mm","N_chambers","Aperture_bearing_degrees","Chirality"
"1","583","923","121","24","282","Dextral"
"2","68","889","129","25","38","Dextral"
"3","109","798","210","29","30","Dextral"
"4","154","759","121","24","19","Sinistral"
"5","423","716","101","23","144","Dextral"
"6","758","665","63","19","173","Sinistral"
"7","606","658","145","26","289","Dextral"
"8","936","582","117","24","113","Dextral"
"9","362","570","17","10","151","Sinistral"
"10","265","563","82","21","127","Dextral"
"11","846","513","152","26","107","Sinistral"
"12","897","427","69","20","229","Dextral"
"13","782","394","135","25","97","Dextral"
"14","405","371","89","22","281","Sinistral"
"15","670","318","81","21","70","Dextral"
"16","372","230","190","28","346","Sinistral"
"17","345","190","193","28","356","Dextral"
"18","409","171","39","16","305","Sinistral"
"19","182","61","156","26","113","Dextral"
"20","212","49","181","28","118","Sinistral"
