"Ammonite_number","X_coordinate","Y_coordinate","Diameter_mm","N_chambers","Aperture_bearing_degrees","Chirality"
"1","434","925","85","22","264","Sinistral"
"2","592","895","129","25","161","Dextral"
"3","254","836","56","19","243","Sinistral"
"4","277","782","180","27","22","Dextral"
"5","235","761","91","22","1","Sinistral"
"6","929","731","60","19","223","Dextral"
"7","505","708","149","26","121","Dextral"
"8","636","679","96","23","161","Dextral"
"9","803","643","91","22","70","Sinistral"
"10","880","610","128","25","158","Sinistral"
"11","38","579","103","23","63","Dextral"
"12","258","578","111","24","204","Sinistral"
"13","156","538","118","24","33","Sinistral"
"14","101","495","195","28","227","Sinistral"
"15","860","407","70","20","253","Sinistral"
"16","924","386","38","16","203","Sinistral"
"17","371","349","64","20","167","Sinistral"
"18","71","330","141","26","210","Dextral"
"19","169","183","39","16","69","Dextral"
"20","771","66","106","23","259","Dextral"
