"Ammonite_number","X_coordinate","Y_coordinate","Diameter_mm","N_chambers","Aperture_bearing_degrees","Chirality"
"1","788","937","122","25","7","Sinistral"
"2","782","897","122","25","243","Sinistral"
"3","481","823","112","24","349","Dextral"
"4","810","776","139","25","119","Dextral"
"5","890","760","57","19","132","Dextral"
"6","944","757","35","15","37","Sinistral"
"7","221","729","132","25","22","Dextral"
"8","875","660","114","24","103","Dextral"
"9","189","629","78","21","327","Dextral"
"10","299","599","199","28","164","Dextral"
"11","515","598","154","26","196","Sinistral"
"12","842","562","116","24","57","Sinistral"
"13","144","436","153","26","334","Dextral"
"14","157","347","132","25","230","Sinistral"
"15","634","306","57","19","295","Sinistral"
"16","784","297","128","25","228","Dextral"
"17","569","255","167","27","129","Sinistral"
"18","184","245","158","26","292","Dextral"
"19","647","204","66","20","339","Dextral"
"20","443","114","158","26","155","Sinistral"
