"Ammonite_number","X_coordinate","Y_coordinate","Diameter_mm","N_chambers","Aperture_bearing_degrees","Chirality"
"1","297","929","126","25","190","Dextral"
"2","835","926","177","27","250","Dextral"
"3","736","910","180","28","214","Dextral"
"4","317","837","111","24","123","Sinistral"
"5","61","833","101","23","30","Sinistral"
"6","308","823","253","30","178","Sinistral"
"7","80","763","101","23","160","Sinistral"
"8","885","733","165","27","139","Sinistral"
"9","937","708","111","24","199","Dextral"
"10","151","670","97","23","233","Dextral"
"11","319","669","167","27","89","Sinistral"
"12","358","616","143","26","218","Dextral"
"13","806","603","135","25","207","Sinistral"
"14","160","503","95","23","121","Dextral"
"15","759","484","136","25","275","Sinistral"
"16","521","235","104","23","98","Sinistral"
"17","814","201","183","28","146","Dextral"
"18","766","175","123","25","287","Dextral"
"19","504","155","38","16","14","Sinistral"
"20","78","40","140","26","211","Dextral"
